time,ghi,dni,dhi,temp_c,wind_ms,pressure_pa
20110630:0300,0.0,0.0,0.0,21.92,1.93,98560.0
20110630:0400,0.0,0.0,0.0,21.77,2.0,98580.0
20110630:0500,17.0,16.4,16.0,21.63,2.0,98600.0
20110630:0600,130.0,112.54,102.0,22.2,2.69,98650.0
20110630:0700,207.0,55.03,183.0,23.41,3.45,98740.0
20110630:0800,445.0,293.3,266.0,24.68,3.93,98780.0
20110630:0900,535.0,238.37,354.0,25.89,4.0,98820.0
20110630:1000,401.0,28.63,376.0,27.32,4.0,98840.0
20110630:1100,541.0,88.99,457.0,28.15,4.14,98840.0
20110630:1200,432.0,21.72,411.0,28.73,4.28,98800.0
20110630:1300,609.0,155.25,463.0,29.1,4.28,98760.0
20110630:1400,754.0,508.99,313.0,29.25,4.34,98700.0
20110630:1500,704.0,692.13,185.0,28.98,4.14,98660.0
20110630:1600,524.0,579.6,177.0,26.36,3.52,98640.0
20110630:1700,329.0,422.95,150.0,25.92,3.31,98630.0
20110630:1800,148.0,242.13,91.0,25.48,3.09,98620.0
20110630:1900,14.0,41.62,12.0,25.04,2.87,98630.0
20110630:2000,0.0,0.0,0.0,24.6,2.66,98650.0
20110630:2100,0.0,0.0,0.0,24.16,2.44,98720.0
20110630:2200,0.0,0.0,0.0,23.72,2.23,98770.0
20110630:2300,0.0,0.0,0.0,23.28,2.01,98770.0
20200701:0000,0.0,0.0,0.0,22.84,1.8,97950.0
20200701:0100,0.0,0.0,0.0,22.4,1.58,97890.0
20200701:0200,0.0,0.0,0.0,21.96,1.37,97880.0
20200701:0300,0.0,0.0,0.0,21.52,1.15,97890.0
20200701:0400,0.0,0.0,0.0,21.08,0.94,97880.0
20200701:0500,28.0,154.31,19.0,20.64,0.72,97920.0
20200701:0600,195.0,483.18,76.0,20.2,0.5,97960.0
20200701:0700,385.0,615.39,118.0,19.76,0.29,98040.0
20200701:0800,573.0,697.03,149.0,26.56,1.17,98080.0
20200701:0900,744.0,760.22,168.0,28.86,1.52,98070.0
20200701:1000,887.0,825.84,167.0,31.05,1.93,98060.0
20200701:1100,962.0,822.91,186.0,32.86,2.62,98040.0
20200701:1200,984.0,814.46,197.0,33.94,3.31,97990.0
20200701:1300,958.0,822.21,185.0,34.56,4.07,97960.0
20200701:1400,866.0,783.75,187.0,34.78,4.55,97910.0
20200701:1500,734.0,757.42,166.0,34.54,4.9,97880.0
20200701:1600,558.0,678.04,152.0,33.83,4.76,97850.0
20200701:1700,366.0,578.84,121.0,32.84,4.34,97820.0
20200701:1800,176.0,424.99,76.0,31.5,3.59,97810.0
20200701:1900,14.0,20.96,13.0,29.12,2.69,97790.0
20200701:2000,0.0,0.0,0.0,27.55,2.14,97830.0
20200701:2100,0.0,0.0,0.0,26.63,1.59,97890.0
20200701:2200,0.0,0.0,0.0,25.7,1.24,97940.0
20200701:2300,0.0,0.0,0.0,24.35,1.24,97920.0
20200702:0000,0.0,0.0,0.0,23.33,1.52,97920.0
20200702:0100,0.0,0.0,0.0,22.4,1.72,97890.0
20200702:0200,0.0,0.0,0.0,21.8,1.86,97870.0
20200702:0300,0.0,0.0,0.0,21.3,2.07,97850.0
20200702:0400,0.0,0.0,0.0,20.86,2.14,97860.0
20200702:0500,23.0,87.88,18.0,20.4,2.14,97920.0
20200702:0600,178.0,367.43,88.0,20.92,1.52,97970.0
20200702:0700,372.0,554.71,132.0,24.64,0.62,98080.0
20200702:0800,560.0,647.19,167.0,28.75,0.69,98130.0
20200702:0900,744.0,762.41,167.0,31.05,1.72,98160.0
20200702:1000,898.0,850.6,157.0,32.47,2.14,98150.0
20200702:1100,974.0,850.94,172.0,33.67,2.62,98160.0
20200702:1200,997.0,845.8,180.0,34.29,3.45,98120.0
20200702:1300,986.0,885.16,154.0,34.0,4.55,98080.0
20200702:1400,872.0,801.16,178.0,32.94,5.03,98030.0
20200702:1500,748.0,793.48,153.0,31.88,4.28,98000.0
20200702:1600,559.0,679.76,152.0,31.16,3.59,97980.0
20200702:1700,359.0,536.42,132.0,30.37,2.9,97960.0
20200702:1800,167.0,348.75,85.0,29.14,2.48,97970.0
20200702:1900,12.0,21.09,11.0,26.58,2.07,98000.0
20200702:2000,0.0,0.0,0.0,25.08,1.72,98040.0
20200702:2100,0.0,0.0,0.0,24.06,1.45,98100.0
20200702:2200,0.0,0.0,0.0,23.4,1.52,98140.0
20200702:2300,0.0,0.0,0.0,22.83,1.52,98130.0
20200703:0000,0.0,0.0,0.0,22.36,1.45,98160.0
20200703:0100,0.0,0.0,0.0,21.89,1.24,98200.0
20200703:0200,0.0,0.0,0.0,21.51,1.45,98200.0
20200703:0300,0.0,0.0,0.0,21.16,1.52,98240.0
20200703:0400,0.0,0.0,0.0,20.67,1.17,98270.0
20200703:0500,19.0,54.14,16.0,20.39,1.24,98330.0
20200703:0600,184.0,435.22,78.0,21.4,1.03,98380.0
20200703:0700,376.0,602.68,116.0,24.25,1.1,98440.0
20200703:0800,551.0,645.05,160.0,26.12,2.0,98470.0
20200703:0900,714.0,695.86,188.0,27.7,2.69,98490.0
20200703:1000,816.0,653.7,247.0,28.88,3.1,98530.0
20200703:1100,849.0,558.42,323.0,29.61,3.52,98550.0
20200703:1200,964.0,792.27,199.0,29.57,3.79,98540.0
20200703:1300,893.0,672.55,261.0,28.71,3.86,98530.0
20200703:1400,833.0,718.17,211.0,28.22,3.79,98530.0
20200703:1500,679.0,604.19,226.0,28.32,4.21,98530.0
20200703:1600,494.0,464.39,216.0,27.68,4.48,98500.0
20200703:1700,341.0,472.79,141.0,26.41,4.55,98510.0
20200703:1800,140.0,191.59,95.0,25.26,3.93,98580.0
20200703:1900,12.0,21.26,11.0,24.58,3.24,98620.0
20200703:2000,0.0,0.0,0.0,23.66,2.55,98670.0
20200703:2100,0.0,0.0,0.0,23.11,2.14,98770.0
20200703:2200,0.0,0.0,0.0,22.76,1.79,98810.0
20200703:2300,0.0,0.0,0.0,22.39,1.52,98780.0
20200704:0000,0.0,0.0,0.0,22.17,1.38,98790.0
20200704:0100,0.0,0.0,0.0,22.12,1.52,98770.0
20200704:0200,0.0,0.0,0.0,21.86,1.72,98740.0
20200704:0300,0.0,0.0,0.0,21.63,1.72,98730.0
20200704:0400,0.0,0.0,0.0,21.5,1.66,98740.0
20200704:0500,22.0,92.82,17.0,21.29,1.24,98780.0
20200704:0600,185.0,446.07,77.0,21.48,0.9,98790.0
20200704:0700,360.0,532.43,131.0,22.87,1.1,98850.0
20200704:0800,467.0,358.66,250.0,24.13,1.03,98890.0
20200704:0900,570.0,304.65,340.0,25.64,1.24,98900.0
20200704:1000,748.0,477.18,333.0,27.2,1.72,98930.0
20200704:1100,832.0,514.14,348.0,28.5,2.48,98930.0
20200704:1200,951.0,752.2,225.0,29.54,3.24,98870.0
20200704:1300,978.0,886.71,145.0,30.02,3.79,98830.0
20200704:1400,874.0,826.88,158.0,29.97,4.21,98790.0
20200704:1500,745.0,803.09,143.0,29.56,4.21,98780.0
20200704:1600,563.0,710.14,138.0,28.88,3.93,98750.0
20200704:1700,366.0,593.67,115.0,28.09,3.59,98730.0
20200704:1800,177.0,434.89,75.0,26.99,3.1,98710.0
20200704:1900,14.0,42.96,12.0,25.25,2.76,98700.0
20200704:2000,0.0,0.0,0.0,24.15,2.07,98740.0
20200704:2100,0.0,0.0,0.0,23.49,1.38,98830.0
20200704:2200,0.0,0.0,0.0,23.06,1.31,98870.0
20200704:2300,0.0,0.0,0.0,22.51,1.52,98880.0
20200705:0000,0.0,0.0,0.0,22.02,1.52,98870.0
20200705:0100,0.0,0.0,0.0,21.58,1.52,98850.0
20200705:0200,0.0,0.0,0.0,21.08,1.45,98790.0
20200705:0300,0.0,0.0,0.0,20.54,1.38,98770.0
20200705:0400,0.0,0.0,0.0,20.03,1.24,98750.0
20200705:0500,19.0,76.54,15.0,19.54,1.1,98770.0
20200705:0600,181.0,428.05,78.0,20.33,0.76,98790.0
20200705:0700,367.0,566.74,124.0,23.3,0.97,98850.0
20200705:0800,563.0,692.2,145.0,25.25,1.1,98850.0
20200705:0900,746.0,789.13,151.0,27.14,1.52,98850.0
20200705:1000,892.0,856.24,148.0,28.79,2.34,98840.0
20200705:1100,974.0,869.48,156.0,29.95,3.17,98810.0
20200705:1200,992.0,853.08,169.0,30.57,3.72,98790.0
20200705:1300,946.0,809.28,186.0,30.67,4.07,98710.0
20200705:1400,855.0,770.51,188.0,30.47,4.14,98690.0
20200705:1500,728.0,755.27,162.0,30.03,4.07,98650.0
20200705:1600,553.0,676.98,148.0,29.22,3.72,98590.0
20200705:1700,362.0,572.79,120.0,28.4,3.59,98560.0
20200705:1800,171.0,397.22,78.0,27.23,3.17,98550.0
20200705:1900,12.0,21.75,11.0,25.59,1.86,98550.0
20200705:2000,0.0,0.0,0.0,24.69,1.31,98540.0
20200705:2100,0.0,0.0,0.0,24.11,0.83,98570.0
20200705:2200,0.0,0.0,0.0,23.54,0.69,98590.0
20200705:2300,0.0,0.0,0.0,22.82,0.21,98580.0
20200706:0000,0.0,0.0,0.0,22.12,0.62,98550.0
20200706:0100,0.0,0.0,0.0,21.12,0.9,98520.0
20200706:0200,0.0,0.0,0.0,20.85,0.76,98470.0
20200706:0300,0.0,0.0,0.0,20.45,0.83,98430.0
20200706:0400,0.0,0.0,0.0,19.59,1.1,98380.0
20200706:0500,19.0,79.06,15.0,19.11,1.24,98380.0
20200706:0600,179.0,422.44,78.0,19.9,0.9,98400.0
20200706:0700,370.0,587.29,119.0,23.08,0.41,98430.0
20200706:0800,555.0,665.37,154.0,25.61,0.34,98450.0
20200706:0900,725.0,730.42,175.0,27.98,1.38,98450.0
20200706:1000,867.0,799.44,173.0,29.84,2.21,98460.0
20200706:1100,942.0,793.48,196.0,31.16,3.03,98450.0
20200706:1200,981.0,829.65,181.0,31.88,3.59,98430.0
20200706:1300,961.0,844.74,168.0,32.03,3.93,98400.0
20200706:1400,854.0,769.6,188.0,31.69,4.14,98370.0
20200706:1500,736.0,775.56,155.0,30.92,4.0,98370.0
20200706:1600,556.0,687.35,145.0,30.45,3.79,98340.0
20200706:1700,363.0,582.77,117.0,29.64,3.24,98320.0
20200706:1800,172.0,410.9,76.0,28.72,2.62,98310.0
20200706:1900,12.0,22.06,11.0,26.94,1.93,98270.0
20200706:2000,0.0,0.0,0.0,25.85,1.38,98290.0
20200706:2100,0.0,0.0,0.0,25.07,1.03,98360.0
20200706:2200,0.0,0.0,0.0,24.2,1.03,98390.0
20200706:2300,0.0,0.0,0.0,23.29,1.1,98370.0
20200707:0000,0.0,0.0,0.0,22.32,0.83,98360.0
20200707:0100,0.0,0.0,0.0,22.44,0.34,98360.0
20200707:0200,0.0,0.0,0.0,21.99,0.28,98320.0
20200707:0300,0.0,0.0,0.0,20.75,0.97,98290.0
20200707:0400,0.0,0.0,0.0,20.0,1.17,98270.0
20200707:0500,17.0,61.38,14.0,19.55,1.24,98270.0
20200707:0600,178.0,425.27,77.0,20.34,0.76,98280.0
20200707:0700,370.0,593.94,117.0,23.87,0.55,98310.0
20200707:0800,560.0,690.01,145.0,26.76,0.0,98330.0
20200707:0900,743.0,788.6,150.0,29.06,0.97,98320.0
20200707:1000,880.0,832.5,158.0,30.96,2.0,98340.0
20200707:1100,946.0,808.93,186.0,32.2,2.9,98330.0
20200707:1200,996.0,864.32,163.0,32.8,3.52,98290.0
20200707:1300,944.0,807.79,186.0,32.92,3.79,98250.0
20200707:1400,858.0,784.93,179.0,32.69,4.0,98230.0
20200707:1500,735.0,775.89,154.0,32.09,4.0,98220.0
20200707:1600,552.0,676.05,148.0,31.36,3.66,98200.0
20200707:1700,355.0,540.7,127.0,30.56,3.24,98180.0
20200707:1800,167.0,373.3,80.0,29.23,2.9,98180.0
20200707:1900,12.0,22.43,11.0,27.86,2.28,98160.0
20200707:2000,0.0,0.0,0.0,26.41,1.93,98200.0
20200707:2100,0.0,0.0,0.0,25.31,1.79,98270.0
20200707:2200,0.0,0.0,0.0,24.43,1.66,98320.0
20200707:2300,0.0,0.0,0.0,23.71,1.38,98360.0
20200708:0000,0.0,0.0,0.0,23.07,1.17,98350.0
20200708:0100,0.0,0.0,0.0,22.54,1.31,98350.0
20200708:0200,0.0,0.0,0.0,22.05,1.52,98330.0
20200708:0300,0.0,0.0,0.0,21.63,1.52,98310.0
20200708:0400,0.0,0.0,0.0,21.25,1.45,98290.0
20200708:0500,12.0,21.23,11.0,20.85,1.38,98320.0
20200708:0600,128.0,135.67,96.0,21.37,1.24,98340.0
20200708:0700,308.0,322.73,171.0,24.31,2.0,98380.0
20200708:0800,521.0,551.5,190.0,26.57,2.55,98440.0
20200708:0900,685.0,617.92,221.0,28.43,3.1,98410.0
20200708:1000,835.0,720.21,211.0,29.93,3.66,98420.0
20200708:1100,592.0,136.34,464.0,30.93,3.93,98410.0
20200708:1200,951.0,763.07,216.0,31.52,4.21,98400.0
20200708:1300,917.0,741.0,222.0,31.75,4.34,98350.0
20200708:1400,819.0,678.87,232.0,31.67,4.34,98310.0
20200708:1500,562.0,301.96,336.0,31.43,4.21,98290.0
20200708:1600,230.0,11.72,223.0,30.69,3.93,98290.0
20200708:1700,270.0,201.83,185.0,29.78,4.21,98250.0
20200708:1800,63.0,4.3,62.0,28.45,4.28,98240.0
20200708:1900,16.0,68.58,13.0,26.53,3.52,98230.0
20200708:2000,0.0,0.0,0.0,25.18,2.9,98290.0
20200708:2100,0.0,0.0,0.0,24.36,2.62,98350.0
20200708:2200,0.0,0.0,0.0,23.8,2.07,98370.0
20200708:2300,0.0,0.0,0.0,23.3,1.79,98370.0
20200709:0000,0.0,0.0,0.0,22.98,1.72,98370.0
20200709:0100,0.0,0.0,0.0,22.41,1.72,98310.0
20200709:0200,0.0,0.0,0.0,22.12,1.66,98340.0
20200709:0300,0.0,0.0,0.0,21.61,1.86,98310.0
20200709:0400,0.0,0.0,0.0,21.27,2.14,98240.0
20200709:0500,15.0,66.26,12.0,21.31,2.21,98220.0
20200709:0600,163.0,341.61,83.0,22.02,2.14,98230.0
20200709:0700,348.0,508.26,133.0,25.0,2.14,98280.0
20200709:0800,542.0,639.52,159.0,27.1,3.93,98310.0
20200709:0900,721.0,744.19,163.0,28.69,3.93,98340.0
20200709:1000,846.0,759.08,189.0,29.95,4.34,98330.0
20200709:1100,935.0,797.35,187.0,30.83,4.83,98320.0
20200709:1200,974.0,830.0,175.0,31.49,5.17,98290.0
20200709:1300,863.0,604.83,296.0,31.61,5.52,98270.0
20200709:1400,623.0,247.62,409.0,31.37,5.66,98220.0
20200709:1500,707.0,703.2,181.0,30.61,5.59,98180.0
20200709:1600,533.0,615.07,166.0,29.58,5.31,98150.0
20200709:1700,342.0,487.45,137.0,28.59,4.62,98150.0
20200709:1800,162.0,349.67,81.0,27.39,3.93,98160.0
20200709:1900,15.0,70.06,12.0,26.47,3.03,98200.0
20200709:2000,0.0,0.0,0.0,25.66,2.41,98240.0
20200709:2100,0.0,0.0,0.0,24.92,2.34,98250.0
20200709:2200,0.0,0.0,0.0,24.34,2.14,98260.0
20200709:2300,0.0,0.0,0.0,23.82,1.93,98260.0
20200710:0000,0.0,0.0,0.0,23.28,1.38,98240.0
20200710:0100,0.0,0.0,0.0,22.41,0.97,98240.0
20200710:0200,0.0,0.0,0.0,21.82,1.17,98210.0
20200710:0300,0.0,0.0,0.0,21.21,1.24,98170.0
20200710:0400,0.0,0.0,0.0,20.72,1.38,98140.0
20200710:0500,16.0,69.13,13.0,20.24,1.52,98150.0
20200710:0600,176.0,438.77,74.0,20.76,1.03,98160.0
20200710:0700,364.0,588.4,116.0,23.95,0.76,98190.0
20200710:0800,551.0,679.44,145.0,26.4,1.03,98230.0
20200710:0900,722.0,746.63,163.0,27.85,1.79,98250.0
20200710:1000,851.0,776.08,180.0,29.37,2.55,98250.0
20200710:1100,926.0,770.25,204.0,30.47,3.1,98250.0
20200710:1200,971.0,821.17,181.0,31.03,3.31,98220.0
20200710:1300,931.0,784.47,196.0,31.54,3.66,98170.0
20200710:1400,841.0,746.73,196.0,31.35,3.86,98130.0
20200710:1500,712.0,719.71,174.0,30.9,3.79,98090.0
20200710:1600,549.0,677.71,145.0,29.93,3.45,98080.0
20200710:1700,358.0,571.59,118.0,29.34,3.17,98070.0
20200710:1800,169.0,402.92,76.0,28.24,2.83,98080.0
20200710:1900,11.0,23.92,10.0,26.12,2.07,98100.0
20200710:2000,0.0,0.0,0.0,25.08,1.59,98160.0
20200710:2100,0.0,0.0,0.0,24.4,1.24,98210.0
20200710:2200,0.0,0.0,0.0,23.86,1.24,98250.0
20200710:2300,0.0,0.0,0.0,23.35,1.03,98260.0
20200711:0000,0.0,0.0,0.0,22.82,0.9,98250.0
20200711:0100,0.0,0.0,0.0,22.17,1.03,98240.0
20200711:0200,0.0,0.0,0.0,21.5,1.1,98210.0
20200711:0300,0.0,0.0,0.0,20.96,1.1,98190.0
20200711:0400,0.0,0.0,0.0,20.46,1.1,98190.0
20200711:0500,12.0,24.11,11.0,20.04,1.17,98230.0
20200711:0600,170.0,407.45,76.0,20.67,0.9,98280.0
20200711:0700,360.0,578.69,117.0,24.25,1.1,98330.0
20200711:0800,552.0,687.69,142.0,26.6,2.21,98380.0
20200711:0900,740.0,798.61,143.0,28.43,3.24,98410.0
20200711:1000,883.0,855.67,144.0,29.99,4.0,98430.0
20200711:1100,951.0,836.01,168.0,31.21,4.41,98430.0
20200711:1200,991.0,866.45,158.0,32.08,4.83,98400.0
20200711:1300,946.0,824.45,174.0,32.49,5.17,98370.0
20200711:1400,864.0,810.9,164.0,32.37,5.45,98360.0
20200711:1500,731.0,776.47,151.0,31.81,5.59,98340.0
20200711:1600,554.0,696.9,139.0,30.93,5.45,98350.0
20200711:1700,357.0,570.23,118.0,29.78,5.17,98320.0
20200711:1800,167.0,395.83,76.0,28.44,4.55,98350.0
20200711:1900,10.0,24.58,9.0,26.76,4.21,98370.0
20200711:2000,0.0,0.0,0.0,25.45,3.38,98400.0
20200711:2100,0.0,0.0,0.0,24.59,2.62,98470.0
20200711:2200,0.0,0.0,0.0,23.96,2.48,98540.0
20200711:2300,0.0,0.0,0.0,23.4,2.55,98510.0
20200712:0000,0.0,0.0,0.0,22.97,2.28,98470.0
20200712:0100,0.0,0.0,0.0,22.73,1.72,98470.0
20200712:0200,0.0,0.0,0.0,22.14,1.38,98510.0
20200712:0300,0.0,0.0,0.0,21.78,1.45,98530.0
20200712:0400,0.0,0.0,0.0,21.6,1.59,98500.0
20200712:0500,1.0,0.0,1.0,21.95,1.79,98530.0
20200712:0600,19.0,0.0,19.0,22.44,2.0,98470.0
20200712:0700,246.0,145.83,185.0,23.84,3.17,98390.0
20200712:0800,516.0,561.53,182.0,24.77,2.55,98480.0
20200712:0900,701.0,696.7,181.0,26.8,2.83,98550.0
20200712:1000,823.0,709.43,211.0,28.58,3.38,98570.0
20200712:1100,911.0,745.9,213.0,29.92,4.07,98590.0
20200712:1200,951.0,782.75,199.0,30.49,4.34,98580.0
20200712:1300,911.0,745.9,213.0,30.95,4.14,98560.0
20200712:1400,823.0,709.43,211.0,31.13,4.07,98540.0
20200712:1500,211.0,0.0,211.0,31.01,4.34,98490.0
20200712:1600,146.0,0.0,146.0,30.43,4.14,98480.0
20200712:1700,41.0,0.0,41.0,29.64,3.86,98460.0
20200712:1800,47.0,0.0,47.0,28.5,4.07,98430.0
20200712:1900,1.0,0.0,1.0,26.4,4.0,98460.0
20200712:2000,0.0,0.0,0.0,25.54,2.83,98520.0
20200712:2100,0.0,0.0,0.0,24.92,2.14,98570.0
20200712:2200,0.0,0.0,0.0,24.33,2.0,98610.0
20200712:2300,0.0,0.0,0.0,23.69,1.79,98580.0
20200713:0000,0.0,0.0,0.0,23.09,1.45,98590.0
20200713:0100,0.0,0.0,0.0,22.29,1.59,98540.0
20200713:0200,0.0,0.0,0.0,21.74,1.66,98510.0
20200713:0300,0.0,0.0,0.0,21.2,1.72,98470.0
20200713:0400,0.0,0.0,0.0,20.73,1.79,98470.0
20200713:0500,8.0,0.0,8.0,20.38,1.86,98470.0
20200713:0600,159.0,347.94,80.0,20.91,1.52,98530.0
20200713:0700,350.0,547.2,122.0,23.83,1.31,98550.0
20200713:0800,540.0,652.19,153.0,26.36,2.34,98570.0
20200713:0900,725.0,764.93,155.0,27.97,2.97,98570.0
20200713:1000,861.0,810.06,163.0,29.46,3.31,98570.0
20200713:1100,943.0,823.58,173.0,30.74,3.66,98580.0
20200713:1200,999.0,888.54,146.0,31.55,4.14,98540.0
20200713:1300,949.0,834.11,169.0,31.73,4.48,98490.0
20200713:1400,866.0,821.31,158.0,31.54,4.69,98460.0
20200713:1500,733.0,785.84,147.0,31.07,4.69,98420.0
20200713:1600,555.0,703.66,137.0,30.41,4.41,98390.0
20200713:1700,355.0,567.81,118.0,29.38,4.07,98380.0
20200713:1800,165.0,390.69,76.0,28.18,3.79,98390.0
20200713:1900,8.0,0.0,8.0,26.61,2.62,98400.0
20200713:2000,0.0,0.0,0.0,25.39,1.72,98450.0
20200713:2100,0.0,0.0,0.0,24.66,1.03,98530.0
20200713:2200,0.0,0.0,0.0,24.13,0.9,98530.0
20200713:2300,0.0,0.0,0.0,23.59,1.24,98530.0
20200714:0000,0.0,0.0,0.0,23.07,1.45,98480.0
20200714:0100,0.0,0.0,0.0,22.61,1.45,98450.0
20200714:0200,0.0,0.0,0.0,22.2,1.17,98390.0
20200714:0300,0.0,0.0,0.0,21.82,1.03,98370.0
20200714:0400,0.0,0.0,0.0,21.3,0.97,98340.0
20200714:0500,3.0,0.0,3.0,20.87,0.9,98350.0
20200714:0600,158.0,364.17,76.0,21.46,0.55,98370.0
20200714:0700,346.0,549.4,118.0,23.72,1.1,98410.0
20200714:0800,513.0,567.62,177.0,24.92,1.86,98420.0
20200714:0900,550.0,295.72,330.0,26.47,2.34,98410.0
20200714:1000,357.0,15.11,344.0,27.6,2.83,98380.0
20200714:1100,84.0,0.0,84.0,28.71,3.38,98350.0
20200714:1200,100.0,0.0,100.0,29.36,3.72,98300.0
20200714:1300,667.0,236.5,446.0,29.82,3.79,98240.0
20200714:1400,429.0,46.44,389.0,29.6,3.45,98200.0
20200714:1500,620.0,457.74,279.0,28.85,3.72,98160.0
20200714:1600,350.0,128.12,274.0,28.06,3.86,98120.0
20200714:1700,50.0,0.0,50.0,27.37,3.45,98130.0
20200714:1800,28.0,0.0,28.0,26.5,3.1,98120.0
20200714:1900,6.0,0.0,6.0,24.66,2.0,98200.0
20200714:2000,0.0,0.0,0.0,24.02,2.41,98210.0
20200714:2100,0.0,0.0,0.0,23.45,2.21,98280.0
20200714:2200,0.0,0.0,0.0,22.88,1.31,98280.0
20200714:2300,0.0,0.0,0.0,22.45,1.52,98310.0
20200715:0000,0.0,0.0,0.0,21.95,1.93,98300.0
20200715:0100,0.0,0.0,0.0,21.54,1.86,98290.0
20200715:0200,0.0,0.0,0.0,21.23,1.72,98280.0
20200715:0300,0.0,0.0,0.0,21.04,1.66,98250.0
20200715:0400,0.0,0.0,0.0,20.88,1.59,98260.0
20200715:0500,6.0,0.0,6.0,20.72,1.59,98280.0
20200715:0600,156.0,358.34,76.0,21.18,1.45,98310.0
20200715:0700,293.0,302.45,168.0,22.73,2.28,98390.0
20200715:0800,502.0,526.7,191.0,24.24,2.97,98440.0
20200715:0900,555.0,304.3,329.0,25.68,3.17,98450.0
20200715:1000,697.0,395.55,357.0,27.21,3.45,98480.0
20200715:1100,903.0,729.77,222.0,28.64,3.72,98460.0
20200715:1200,937.0,752.25,216.0,29.67,4.0,98440.0
20200715:1300,924.0,789.32,187.0,30.25,4.21,98380.0
20200715:1400,839.0,765.72,180.0,30.39,4.41,98350.0
20200715:1500,721.0,764.61,152.0,29.92,4.48,98330.0
20200715:1600,504.0,528.45,191.0,29.26,4.48,98320.0
20200715:1700,353.0,570.62,116.0,28.31,4.41,98310.0
20200715:1800,166.0,412.67,73.0,27.0,4.07,98320.0
20200715:1900,8.0,0.0,8.0,25.34,3.03,98350.0
20200715:2000,0.0,0.0,0.0,24.19,2.41,98390.0
20200715:2100,0.0,0.0,0.0,23.45,1.93,98520.0
20200715:2200,0.0,0.0,0.0,22.87,1.59,98540.0
20200715:2300,0.0,0.0,0.0,22.31,1.38,98570.0
20200716:0000,0.0,0.0,0.0,21.78,1.52,98560.0
20200716:0100,0.0,0.0,0.0,21.39,1.66,98530.0
20200716:0200,0.0,0.0,0.0,20.96,1.66,98500.0
20200716:0300,0.0,0.0,0.0,20.54,1.59,98520.0
20200716:0400,0.0,0.0,0.0,20.13,1.59,98490.0
20200716:0500,5.0,0.0,5.0,19.82,1.72,98520.0
20200716:0600,162.0,402.18,73.0,20.42,1.45,98520.0
20200716:0700,355.0,595.29,110.0,23.12,1.59,98600.0
20200716:0800,548.0,702.93,134.0,25.09,2.48,98620.0
20200716:0900,727.0,786.35,144.0,26.68,2.97,98640.0
20200716:1000,857.0,811.9,160.0,28.0,3.45,98640.0
20200716:1100,934.0,815.25,174.0,28.99,3.79,98650.0
20200716:1200,964.0,822.87,176.0,29.62,4.07,98620.0
20200716:1300,935.0,815.71,174.0,29.89,4.21,98550.0
20200716:1400,794.0,631.51,251.0,29.88,4.21,98510.0
20200716:1500,706.0,723.78,168.0,29.64,4.07,98480.0
20200716:1600,542.0,676.46,142.0,29.16,3.93,98440.0
20200716:1700,356.0,589.1,112.0,28.27,3.93,98400.0
20200716:1800,167.0,424.09,72.0,26.91,3.72,98380.0
20200716:1900,7.0,0.0,7.0,25.32,3.24,98420.0
20200716:2000,0.0,0.0,0.0,24.13,2.14,98450.0
20200716:2100,0.0,0.0,0.0,23.5,1.31,98540.0
20200716:2200,0.0,0.0,0.0,23.08,0.69,98560.0
20200716:2300,0.0,0.0,0.0,22.58,0.76,98530.0
20200717:0000,0.0,0.0,0.0,22.02,1.03,98520.0
20200717:0100,0.0,0.0,0.0,21.73,1.17,98470.0
20200717:0200,0.0,0.0,0.0,21.22,1.17,98410.0
20200717:0300,0.0,0.0,0.0,20.79,1.24,98370.0
20200717:0400,0.0,0.0,0.0,20.38,1.24,98350.0
20200717:0500,5.0,0.0,5.0,19.98,1.17,98370.0
20200717:0600,159.0,392.16,73.0,20.54,0.76,98390.0
20200717:0700,349.0,575.89,113.0,22.65,1.17,98460.0
20200717:0800,537.0,670.72,143.0,24.46,1.66,98480.0
20200717:0900,705.0,732.35,163.0,26.05,2.28,98460.0
20200717:1000,831.0,749.98,188.0,27.4,2.97,98430.0
20200717:1100,916.0,773.14,196.0,28.38,3.45,98410.0
20200717:1200,951.0,796.44,189.0,28.99,3.79,98390.0
20200717:1300,927.0,802.48,179.0,29.24,3.86,98350.0
20200717:1400,842.0,777.65,174.0,29.11,3.79,98320.0
20200717:1500,700.0,708.51,174.0,29.0,3.79,98280.0
20200717:1600,528.0,628.53,157.0,28.28,3.86,98250.0
20200717:1700,339.0,515.79,126.0,27.23,3.72,98240.0
20200717:1800,85.0,31.45,78.0,26.22,3.31,98240.0
20200717:1900,1.0,0.0,1.0,24.84,2.9,98250.0
20200717:2000,0.0,0.0,0.0,23.91,2.21,98240.0
20200717:2100,0.0,0.0,0.0,23.36,2.14,98370.0
20200717:2200,0.0,0.0,0.0,22.87,1.79,98390.0
20200717:2300,0.0,0.0,0.0,22.57,1.52,98450.0
20200718:0000,0.0,0.0,0.0,22.3,1.59,98420.0
20200718:0100,0.0,0.0,0.0,21.92,1.59,98390.0
20200718:0200,0.0,0.0,0.0,21.69,1.52,98340.0
20200718:0300,0.0,0.0,0.0,21.39,1.38,98320.0
20200718:0400,0.0,0.0,0.0,21.02,1.38,98320.0
20200718:0500,2.0,0.0,2.0,20.6,1.31,98310.0
20200718:0600,136.0,239.33,84.0,20.93,1.1,98330.0
